,infections C1,infections C2,infections C3,infections C4,AV total mileage,SCC C1,SCC C2,SCC C3,SCC C4,OM C1,OM C3,OM C4,deaths C1,deaths C2,deaths C3,deaths C4,VSL C1,VSL C2,VSL C3,VSL C4,externalities C1,externalities C2,externalities C3,externalities C4,OM C2,total C1,total C2,total C3,total C4
276,127,87,66,83,2004198.7976672987,316338.94800588477,632677.8960117695,361032.5811938655,466648.824126528,17048389.40668889,18852168.32458946,17048389.40668889,4.3434,2.9754,2.2572,2.8386,50383440.0,34514640.0,26183520.0,32927760.0,170558.78074799996,341117.5614959999,370978.66051472985,170558.78074799996,34096778.81337778,67918727.13544278,69585214.27088556,45767699.56629805,50613357.01156342
277,114,95,76,79,2013977.0785484945,316338.94800588477,632677.8960117695,361250.6368575162,466648.824126528,17048389.40668889,18860968.777382538,17048389.40668889,3.8988,3.249,2.5992,2.7018,45226080.0,37688400.0,30150720.000000004,31340880.0,170558.78074799996,341117.5614959999,371956.4886028494,170558.78074799996,34096778.81337778,62761367.13544278,72758974.27088556,49744895.9028429,49026477.01156342
278,115,78,65,73,2014287.8400683813,316338.94800588477,632677.8960117695,361257.56683940964,466648.824126528,17048389.40668889,18861248.462750435,17048389.40668889,3.9330000000000003,2.6676,2.223,2.4966,45622800.0,30944160.000000004,25786800.0,28960560.0,170558.78074799996,341117.5614959999,371987.5647548381,170558.78074799996,34096778.81337778,63158087.13544278,66014734.27088555,45381293.59434468,46646157.01156342
279,109,82,72,73,2015971.2820266376,316338.94800588477,632677.8960117695,361295.10759507876,466648.824126528,17048389.40668889,18862763.560512867,17048389.40668889,3.7278000000000002,2.8044000000000002,2.4624,2.4966,43242480.0,32531040.000000004,28563840.0,28960560.0,170558.78074799996,341117.5614959999,372155.90895066375,170558.78074799996,34096778.81337778,60777767.13544278,67601614.27088556,48160054.57705861,46646157.01156342
280,115,98,81,92,2022167.3296049116,316338.94800588477,632677.8960117695,361433.2794560743,466648.824126528,17048389.40668889,18868340.00333331,17048389.40668889,3.9330000000000003,3.3516,2.7702,3.1464000000000003,45622800.0,38878560.0,32134320.0,36498240.0,170558.78074799996,341117.5614959999,372775.5137084911,170558.78074799996,34096778.81337778,63158087.13544278,73949134.27088556,51736868.79649788,54183837.01156342
281,113,75,55,84,2017068.0118213398,316338.94800588477,632677.8960117695,361319.5646695006,466648.824126528,17048389.40668889,18863750.617328096,17048389.40668889,3.8646000000000003,2.565,1.881,2.8728000000000002,44829360.0,29754000.0,21819600.0,33324480.000000004,170558.78074799996,341117.5614959999,372265.581930134,170558.78074799996,34096778.81337778,62364647.13544278,64824574.27088555,41416935.76392772,51010077.01156343
282,95,73,55,55,2015713.1284589972,316338.94800588477,632677.8960117695,361289.3507705204,466648.824126528,17048389.40668889,18862531.22230199,17048389.40668889,3.249,2.4966,1.881,1.881,37688400.0,28960560.0,21819600.0,21819600.0,170558.78074799996,341117.5614959999,372130.0935938997,170558.78074799996,34096778.81337778,55223687.13544278,64031134.27088555,41415550.66666641,39505197.01156342
283,133,96,84,83,2014679.443928984,316338.94800588477,632677.8960117695,361266.2996055011,466648.824126528,17048389.40668889,18861600.906224977,17048389.40668889,4.5486,3.2832,2.8728000000000002,2.8386,52763760.00000001,38085120.0,33324480.000000004,32927760.0,170558.78074799996,341117.5614959999,372026.7251408984,170558.78074799996,34096778.81337778,70299047.13544278,73155694.27088556,52919373.930971384,50613357.01156342
284,132,66,56,77,2023546.7667261008,316338.94800588477,632677.8960117695,361464.0409038768,466648.824126528,17048389.40668889,18869581.496742383,17048389.40668889,4.5144,2.2572,1.9152,2.6334,52367040.0,26183520.0,22216320.0,30547440.0,170558.78074799996,341117.5614959999,372913.45742061007,170558.78074799996,34096778.81337778,69902327.13544278,61254094.27088555,41820278.99506687,48233037.01156342
285,110,86,78,76,2020323.2424225279,316338.94800588477,632677.8960117695,361392.15631190717,466648.824126528,17048389.40668889,18866680.324869167,17048389.40668889,3.762,2.9412000000000003,2.6676,2.5992,43639200.0,34117920.0,30944160.000000004,30150720.000000004,170558.78074799996,341117.5614959999,372591.10499025276,170558.78074799996,34096778.81337778,61174487.13544278,69188494.27088556,50544823.58617133,47836317.01156343
286,94,80,72,68,2006931.914785331,316338.94800588477,632677.8960117695,361093.52970559767,466648.824126528,17048389.40668889,18854628.12999569,17048389.40668889,3.2148000000000003,2.736,2.4624,2.3256,37291680.00000001,31737600.000000004,28563840.0,26976960.0,170558.78074799996,341117.5614959999,371251.9722265331,170558.78074799996,34096778.81337778,54826967.135442786,66808174.27088555,48150813.63192782,44662557.01156342
287,127,80,67,89,2012191.5842873047,316338.94800588477,632677.8960117695,361210.8203354917,466648.824126528,17048389.40668889,18859361.832547467,17048389.40668889,4.3434,2.736,2.2914,3.0438,50383440.0,31737600.000000004,26580240.0,35308080.0,170558.78074799996,341117.5614959999,371777.93917673046,170558.78074799996,34096778.81337778,67918727.13544278,66808174.27088555,46172590.592059694,52993677.01156342
288,126,86,73,94,2015283.0603405363,316338.94800588477,632677.8960117695,361279.76025147876,466648.824126528,17048389.40668889,18862144.160995375,17048389.40668889,4.309200000000001,2.9412000000000003,2.4966,3.2148000000000003,49986720.00000001,34117920.0,28960560.0,37291680.00000001,170558.78074799996,341117.5614959999,372087.0867820536,170558.78074799996,34096778.81337778,67522007.13544278,69188494.27088556,48556071.00802891,54977277.01156343
289,130,90,70,88,2017245.3481464903,316338.94800588477,632677.8960117695,361323.5192695515,466648.824126528,17048389.40668889,18863910.220020734,17048389.40668889,4.446,3.0780000000000003,2.394,3.0096000000000003,51573600.0,35704800.0,27770400.0,34911360.0,170558.78074799996,341117.5614959999,372283.315562649,170558.78074799996,34096778.81337778,69108887.13544278,70775374.27088556,47367917.05485293,52596957.01156342
290,102,84,73,90,1995677.441898644,316338.94800588477,632677.8960117695,360842.55496022454,466648.824126528,17048389.40668889,18844499.10439767,17048389.40668889,3.4884,2.8728000000000002,2.4966,3.0780000000000003,40465440.0,33324480.000000004,28960560.0,35704800.0,170558.78074799996,341117.5614959999,370126.5249378644,170558.78074799996,34096778.81337778,58000727.13544278,68395054.27088556,48536028.18429576,53390397.01156342
291,135,80,64,95,2011214.5557207498,316338.94800588477,632677.8960117695,361189.0325984575,466648.824126528,17048389.40668889,18858482.506837565,17048389.40668889,4.617,2.736,2.1888,3.249,53557200.0,31737600.000000004,25390080.0,37688400.0,170558.78074799996,341117.5614959999,371680.23632007494,170558.78074799996,34096778.81337778,71092487.13544278,66808174.27088555,44981431.7757561,55373997.01156342
292,116,75,65,92,2014126.7088069227,316338.94800588477,632677.8960117695,361253.97361227917,466648.824126528,17048389.40668889,18861103.444615122,17048389.40668889,3.9672,2.565,2.223,3.1464000000000003,46019520.0,29754000.0,25786800.0,36498240.0,170558.78074799996,341117.5614959999,371971.4516286922,170558.78074799996,34096778.81337778,63554807.13544278,64824574.27088555,45381128.8698561,54183837.01156342
293,108,90,70,92,2006048.3324860795,316338.94800588477,632677.8960117695,361073.82582032436,466648.824126528,17048389.40668889,18853832.90592636,17048389.40668889,3.6936,3.0780000000000003,2.394,3.1464000000000003,42845760.0,35704800.0,27770400.0,36498240.0,170558.78074799996,341117.5614959999,371163.61399660795,170558.78074799996,34096778.81337778,60381047.13544278,70775374.27088556,47356470.3457433,54183837.01156342
294,122,94,78,77,2009489.6733550604,316338.94800588477,632677.8960117695,361150.5677217026,466648.824126528,17048389.40668889,18856930.112708446,17048389.40668889,4.1724000000000006,3.2148000000000003,2.6676,2.6334,48399840.00000001,37291680.00000001,30944160.000000004,30547440.0,170558.78074799996,341117.5614959999,371507.748083506,170558.78074799996,34096778.81337778,65935127.135442786,72362254.27088557,50533748.42851366,48233037.01156342
295,115,83,70,62,2022133.285215184,316338.94800588477,632677.8960117695,361432.52026618336,466648.824126528,17048389.40668889,18868309.363382556,17048389.40668889,3.9330000000000003,2.8386,2.394,2.1204,45622800.0,32927760.0,27770400.0,24596640.0,170558.78074799996,341117.5614959999,372772.1092695184,170558.78074799996,34096778.81337778,63158087.13544278,67998334.27088556,47372913.99291825,42282237.01156342
296,135,94,73,71,2001830.5926005132,316338.94800588477,632677.8960117695,360979.7702208762,466648.824126528,17048389.40668889,18850036.940029353,17048389.40668889,4.617,3.2148000000000003,2.4966,2.4282,53557200.0,37291680.00000001,28960560.0,28167120.0,170558.78074799996,341117.5614959999,370741.8400080513,170558.78074799996,34096778.81337778,71092487.13544278,72362254.27088557,48542318.55025828,45852717.01156342
297,140,106,87,81,2007735.220184908,316338.94800588477,632677.8960117695,361111.4434160082,466648.824126528,17048389.40668889,18855351.10485531,17048389.40668889,4.788,3.6252,2.9754,2.7702,55540800.0,42052320.0,34514640.0,32134320.0,170558.78074799996,341117.5614959999,371332.3027664908,170558.78074799996,34096778.81337778,73076087.13544278,77122894.27088556,54102434.851037815,49819917.01156342
298,123,86,77,76,2010639.8960763959,316338.94800588477,632677.8960117695,361176.2176883884,466648.824126528,17048389.40668889,18857965.313157648,17048389.40668889,4.2066,2.9412000000000003,2.6334,2.5992,48796560.0,34117920.0,30547440.0,30150720.000000004,170558.78074799996,341117.5614959999,371622.7703556396,170558.78074799996,34096778.81337778,66331847.13544278,69188494.27088556,50138204.30120168,47836317.01156343
299,114,82,65,75,2013900.8089683345,316338.94800588477,632677.8960117695,361248.9360458786,466648.824126528,17048389.40668889,18860900.13476039,17048389.40668889,3.8988,2.8044000000000002,2.223,2.565,45226080.0,32531040.000000004,25786800.0,29754000.0,170558.78074799996,341117.5614959999,371948.8616448334,170558.78074799996,34096778.81337778,62761367.13544278,67601614.27088556,45380897.93245111,47439597.01156342
300,120,107,95,75,2003616.7998652614,316338.94800588477,632677.8960117695,361019.6026428801,466648.824126528,17048389.40668889,18851644.526567627,17048389.40668889,4.104,3.6594,3.249,2.565,47606400.0,42449040.0,37688400.0,29754000.0,170558.78074799996,341117.5614959999,370920.4607345261,170558.78074799996,34096778.81337778,65141687.13544278,77519614.27088556,57271984.589945026,47439597.01156342
301,105,76,54,64,2010532.6992108526,316338.94800588477,632677.8960117695,361173.8271982868,466648.824126528,17048389.40668889,18857868.835978657,17048389.40668889,3.591,2.5992,1.8468,2.1888,41655600.0,30150720.000000004,21422880.0,25390080.0,170558.78074799996,341117.5614959999,371612.05066908523,170558.78074799996,34096778.81337778,59190887.13544278,65221294.27088555,41013534.71384603,43075677.01156342
302,118,70,53,97,2007251.9285321052,316338.94800588477,632677.8960117695,361100.6660121507,466648.824126528,17048389.40668889,18854916.142367788,17048389.40668889,4.0356000000000005,2.394,1.8126,3.3174,46812960.00000001,27770400.0,21026160.0,38481840.0,170558.78074799996,341117.5614959999,371283.9736012105,170558.78074799996,34096778.81337778,64348247.135442786,62840974.27088555,40613460.78198115,56167437.01156342
303,93,85,73,61,2002867.7217899717,316338.94800588477,632677.8960117695,361002.8982018011,466648.824126528,17048389.40668889,18850970.356299866,17048389.40668889,3.1806,2.907,2.4966,2.0862000000000003,36894960.0,33721200.0,28960560.0,24199920.000000004,170558.78074799996,341117.5614959999,370845.55292699713,170558.78074799996,34096778.81337778,54430247.13544278,68791774.27088556,48543378.80742866,41885517.01156343
304,122,79,66,87,2018739.3436051016,316338.94800588477,632677.8960117695,361356.83536827855,466648.824126528,17048389.40668889,18865254.81593348,17048389.40668889,4.1724000000000006,2.7018,2.2572,2.9754,48399840.00000001,31340880.0,26183520.0,34514640.0,170558.78074799996,341117.5614959999,372432.7151085101,170558.78074799996,34096778.81337778,65935127.135442786,66411454.27088555,45782564.36641027,52200237.01156342
305,116,88,76,78,2028402.4726318521,316338.94800588477,632677.8960117695,361572.32314557506,466648.824126528,17048389.40668889,18873951.63205756,17048389.40668889,3.9672,3.0096000000000003,2.5992,2.6676,46019520.0,34911360.0,30150720.000000004,30944160.000000004,170558.78074799996,341117.5614959999,373399.0280111852,170558.78074799996,34096778.81337778,63554807.13544278,69981934.27088556,49759642.983214326,48629757.01156343
306,117,74,56,90,2024357.7776293242,316338.94800588477,632677.8960117695,361482.1264470187,466648.824126528,17048389.40668889,18870311.406555284,17048389.40668889,4.0014,2.5308,1.9152,3.0780000000000003,46416240.0,29357280.000000004,22216320.0,35704800.0,170558.78074799996,341117.5614959999,372994.5585109324,170558.78074799996,34096778.81337778,63951527.13544278,64427854.27088555,41821108.09151323,53390397.01156342
307,102,93,79,63,2025568.4091189203,316338.94800588477,632677.8960117695,361509.1235292367,466648.824126528,17048389.40668889,18871400.97489592,17048389.40668889,3.4884,3.1806,2.7018,2.1546000000000003,40465440.0,36894960.0,31340880.0,24993360.000000004,170558.78074799996,341117.5614959999,373115.62165989203,170558.78074799996,34096778.81337778,58000727.13544278,71965534.27088556,50946905.72008505,42678957.01156343
308,105,89,76,57,1994649.1817102616,316338.94800588477,632677.8960117695,360819.6247580236,466648.824126528,17048389.40668889,18843573.670228127,17048389.40668889,3.591,3.0438,2.5992,1.9494,41655600.0,35308080.0,30150720.000000004,22613040.0,170558.78074799996,341117.5614959999,370023.6989190261,170558.78074799996,34096778.81337778,59190887.13544278,70378654.27088556,49725136.99390518,40298637.01156342
309,109,90,81,88,2009981.4621089841,316338.94800588477,632677.8960117695,361161.5346109151,466648.824126528,17048389.40668889,18857372.72258698,17048389.40668889,3.7278000000000002,3.0780000000000003,2.7702,3.0096000000000003,43242480.0,35704800.0,32134320.0,34911360.0,170558.78074799996,341117.5614959999,371556.9269588984,170558.78074799996,34096778.81337778,60777767.13544278,70775374.27088556,51724411.18415678,52596957.01156342
310,146,98,80,109,2013129.9785581413,316338.94800588477,632677.8960117695,361231.7465277313,466648.824126528,17048389.40668889,18860206.387391217,17048389.40668889,4.9932,3.3516,2.736,3.7278000000000002,57921120.0,38878560.0,31737600.000000004,43242480.0,170558.78074799996,341117.5614959999,371871.7786038141,170558.78074799996,34096778.81337778,75456407.13544278,73949134.27088556,51330909.91252277,60928077.01156342
311,129,86,76,106,1997716.4197974275,316338.94800588477,632677.8960117695,360888.0241673674,466648.824126528,17048389.40668889,18846334.184506577,17048389.40668889,4.4118,2.9412000000000003,2.5992,3.6252,51176880.00000001,34117920.0,30150720.000000004,42052320.0,170558.78074799996,341117.5614959999,370330.4227277427,170558.78074799996,34096778.81337778,68712167.13544278,69188494.27088556,49728272.63140169,59737917.01156342
312,130,92,68,85,2015290.948844727,316338.94800588477,632677.8960117695,361279.9361651222,466648.824126528,17048389.40668889,18862151.260649145,17048389.40668889,4.446,3.1464000000000003,2.3256,2.907,51573600.0,36498240.0,26976960.0,33721200.0,170558.78074799996,341117.5614959999,372087.8756324727,170558.78074799996,34096778.81337778,69108887.13544278,71568814.27088556,46572479.07244674,51406797.01156342
313,135,98,76,87,2013050.1365813087,316338.94800588477,632677.8960117695,361229.96605164796,466648.824126528,17048389.40668889,18860134.529612068,17048389.40668889,4.617,3.3516,2.5992,2.9754,53557200.0,38878560.0,30150720.000000004,34514640.0,170558.78074799996,341117.5614959999,371863.79440613085,170558.78074799996,34096778.81337778,71092487.13544278,73949134.27088556,49743948.29006985,52200237.01156342
314,106,103,91,66,2019614.3005506755,316338.94800588477,632677.8960117695,361376.34690816485,466648.824126528,17048389.40668889,18866042.2771845,17048389.40668889,3.6252,3.5226,3.1122,2.2572,42052320.0,40862160.0,36101520.0,26183520.0,170558.78074799996,341117.5614959999,372520.21080306754,170558.78074799996,34096778.81337778,59587607.13544278,75932734.27088556,55701458.83489574,43869117.01156342
315,111,80,64,74,2015489.1358970883,316338.94800588477,632677.8960117695,361284.3557363899,466648.824126528,17048389.40668889,18862329.62899627,17048389.40668889,3.7962000000000002,2.736,2.1888,2.5308,44035920.0,31737600.000000004,25390080.0,29357280.000000004,170558.78074799996,341117.5614959999,372107.6943377088,170558.78074799996,34096778.81337778,61571207.13544278,66808174.27088555,44985801.67907037,47042877.01156343
316,101,91,72,74,2018584.4937181228,316338.94800588477,632677.8960117695,361353.3822157989,466648.824126528,17048389.40668889,18865115.4510352,17048389.40668889,3.4542,3.1122,2.4624,2.5308,40068720.0,36101520.0,28563840.0,29357280.000000004,170558.78074799996,341117.5614959999,372417.23011981224,170558.78074799996,34096778.81337778,57604007.13544278,71172094.27088556,48162726.06337081,47042877.01156343
317,123,103,93,92,2015182.729919054,316338.94800588477,632677.8960117695,361277.52288307966,466648.824126528,17048389.40668889,18862053.86361604,17048389.40668889,4.2066,3.5226,3.1806,3.1464000000000003,48796560.0,40862160.0,36894960.0,36498240.0,170558.78074799996,341117.5614959999,372077.05373990536,170558.78074799996,34096778.81337778,66331847.13544278,75932734.27088556,56490368.44023903,54183837.01156342
318,117,88,71,73,2007818.9334262267,316338.94800588477,632677.8960117695,361113.31022128963,466648.824126528,17048389.40668889,18855426.446772497,17048389.40668889,4.0014,3.0096000000000003,2.4282,2.4966,46416240.0,34911360.0,28167120.0,28960560.0,170558.78074799996,341117.5614959999,371340.67409062263,170558.78074799996,34096778.81337778,63951527.13544278,69981934.27088556,47755000.43108442,46646157.01156342
319,118,95,84,99,2030575.3525433065,316338.94800588477,632677.8960117695,361620.7783676005,466648.824126528,17048389.40668889,18875907.223977868,17048389.40668889,4.0356000000000005,3.249,2.8728000000000002,3.3858,46812960.00000001,37688400.0,33324480.000000004,39275280.0,170558.78074799996,341117.5614959999,373616.3160023306,170558.78074799996,34096778.81337778,64348247.135442786,72758974.27088556,52935624.318347804,56960877.01156342
320,121,82,68,69,2008658.2857420123,316338.94800588477,632677.8960117695,361132.02777793165,466648.824126528,17048389.40668889,18856181.863856703,17048389.40668889,4.1382,2.8044000000000002,2.3256,2.3598,48003120.00000001,32531040.000000004,26976960.0,27373680.0,170558.78074799996,341117.5614959999,371424.6093222012,170558.78074799996,34096778.81337778,65538407.135442786,67601614.27088556,46565698.50095683,45059277.01156342
321,106,67,51,80,2004045.1480610108,316338.94800588477,632677.8960117695,361029.1548076453,466648.824126528,17048389.40668889,18852030.0399438,17048389.40668889,3.6252,2.2914,1.7442,2.736,42052320.0,26580240.0,20232720.0,31737600.000000004,170558.78074799996,341117.5614959999,370963.29555410106,170558.78074799996,34096778.81337778,59587607.13544278,61650814.27088555,39816742.49030554,49423197.01156343
322,114,96,83,91,2021671.5905013483,316338.94800588477,632677.8960117695,361422.22447406483,466648.824126528,17048389.40668889,18867893.838140104,17048389.40668889,3.8988,3.2832,2.8386,3.1122,45226080.0,38085120.0,32927760.0,36101520.0,170558.78074799996,341117.5614959999,372725.9397981348,170558.78074799996,34096778.81337778,62761367.13544278,73155694.27088556,52529802.0024123,53787117.01156342
323,151,116,99,90,2001627.6888554792,316338.94800588477,632677.8960117695,360975.24546736194,466648.824126528,17048389.40668889,18849854.326658823,17048389.40668889,5.1642,3.9672,3.3858,3.0780000000000003,59904720.0,46019520.0,39275280.0,35704800.0,170558.78074799996,341117.5614959999,370721.5496335479,170558.78074799996,34096778.81337778,77440007.13544278,81090094.27088556,58856831.121759735,53390397.01156342
324,121,89,65,87,1993855.677464351,316338.94800588477,632677.8960117695,360801.92961333983,466648.824126528,17048389.40668889,18842859.516406808,17048389.40668889,4.1382,3.0438,2.223,2.9754,48003120.00000001,35308080.0,25786800.0,34514640.0,170558.78074799996,341117.5614959999,369944.3484944351,170558.78074799996,34096778.81337778,65538407.135442786,70378654.27088556,45360405.794514574,52200237.01156342
325,113,105,95,64,2019779.9733256835,316338.94800588477,632677.8960117695,361380.0414110475,466648.824126528,17048389.40668889,18866191.382682007,17048389.40668889,3.8646000000000003,3.591,3.249,2.1888,44829360.0,41655600.0,37688400.0,25390080.0,170558.78074799996,341117.5614959999,372536.7780805683,170558.78074799996,34096778.81337778,62364647.13544278,76726174.27088556,57288508.20217363,43075677.01156342
326,128,83,73,87,2006292.6005431076,316338.94800588477,632677.8960117695,361079.2729979961,466648.824126528,17048389.40668889,18854052.747177687,17048389.40668889,4.3776,2.8386,2.4966,2.9754,50780160.0,32927760.0,28960560.0,34514640.0,170558.78074799996,341117.5614959999,371188.04080231074,170558.78074799996,34096778.81337778,68315447.13544278,67998334.27088556,48546880.060977995,52200237.01156342
327,126,89,78,89,2008248.1746946077,316338.94800588477,632677.8960117695,361122.8823015745,466648.824126528,17048389.40668889,18855812.763914037,17048389.40668889,4.309200000000001,3.0438,2.6676,3.0438,49986720.00000001,35308080.0,30944160.000000004,35308080.0,170558.78074799996,341117.5614959999,371383.59821746073,170558.78074799996,34096778.81337778,67522007.13544278,70378654.27088556,50532479.244433075,52993677.01156342
328,120,108,83,72,2008120.090214808,316338.94800588477,632677.8960117695,361120.026017675,466648.824126528,17048389.40668889,18855697.48788222,17048389.40668889,4.104,3.6936,2.8386,2.4624,47606400.0,42845760.0,32927760.0,28563840.0,170558.78074799996,341117.5614959999,371370.78976948076,170558.78074799996,34096778.81337778,65141687.13544278,77916334.27088556,52515948.30366937,46249437.01156342
329,119,83,69,92,2004769.763725031,316338.94800588477,632677.8960117695,361045.31373695296,466648.824126528,17048389.40668889,18852682.19404142,17048389.40668889,4.0698,2.8386,2.3598,3.1464000000000003,47209680.0,32927760.0,27373680.0,36498240.0,170558.78074799996,341117.5614959999,371035.75712050305,170558.78074799996,34096778.81337778,64744967.13544278,67998334.27088556,46958443.264898874,54183837.01156342
330,128,80,62,102,2018721.0316684244,316338.94800588477,632677.8960117695,361356.42701209063,466648.824126528,17048389.40668889,18865238.335190475,17048389.40668889,4.3776,2.736,2.1204,3.4884,50780160.0,31737600.000000004,24596640.0,40465440.0,170558.78074799996,341117.5614959999,372430.8839148424,170558.78074799996,34096778.81337778,68315447.13544278,66808174.27088555,44195665.64611741,58151037.01156342
331,116,89,74,91,2017235.520952876,316338.94800588477,632677.8960117695,361323.30012313393,466648.824126528,17048389.40668889,18863901.37554648,17048389.40668889,3.9672,3.0438,2.5308,3.1122,46019520.0,35308080.0,29357280.000000004,36101520.0,170558.78074799996,341117.5614959999,372282.33284328756,170558.78074799996,34096778.81337778,63554807.13544278,70378654.27088556,48954787.00851291,53787117.01156342
332,108,72,62,92,2013552.4418634942,316338.94800588477,632677.8960117695,361241.1674594407,466648.824126528,17048389.40668889,18860586.604366034,17048389.40668889,3.6936,2.4624,2.1204,3.1464000000000003,42845760.0,28563840.0,24596640.0,36498240.0,170558.78074799996,341117.5614959999,371914.0249343494,170558.78074799996,34096778.81337778,60381047.13544278,63634414.27088555,44190381.79675983,54183837.01156342
333,135,91,79,95,2016815.1796102927,316338.94800588477,632677.8960117695,361313.9265111943,466648.824126528,17048389.40668889,18863523.068338156,17048389.40668889,4.617,3.1122,2.7018,3.249,53557200.0,36101520.0,31340880.0,37688400.0,170558.78074799996,341117.5614959999,372240.2987090292,170558.78074799996,34096778.81337778,71092487.13544278,71172094.27088556,50937957.293558374,55373997.01156342
334,105,89,72,101,2015483.7860989838,316338.94800588477,632677.8960117695,361284.2364358921,466648.824126528,17048389.40668889,18862324.814177975,17048389.40668889,3.591,3.0438,2.4624,3.4542,41655600.0,35308080.0,28563840.0,40068720.0,170558.78074799996,341117.5614959999,372107.15935789834,170558.78074799996,34096778.81337778,59190887.13544278,70378654.27088556,48159556.20997176,57754317.01156342
335,122,71,61,87,2021334.25259876,316338.94800588477,632677.8960117695,361414.7018388371,466648.824126528,17048389.40668889,18867590.234027777,17048389.40668889,4.1724000000000006,2.4282,2.0862000000000003,2.9754,48399840.00000001,28167120.0,24199920.000000004,34514640.0,170558.78074799996,341117.5614959999,372692.20600787597,170558.78074799996,34096778.81337778,65935127.135442786,63237694.27088555,43801617.14187449,52200237.01156342
336,111,76,65,83,2003747.4455949152,316338.94800588477,632677.8960117695,361022.5160426514,466648.824126528,17048389.40668889,18851762.107724316,17048389.40668889,3.7962000000000002,2.5992,2.223,2.8386,44035920.0,30150720.000000004,25786800.0,32927760.0,170558.78074799996,341117.5614959999,370933.5253074915,170558.78074799996,34096778.81337778,61571207.13544278,65221294.27088555,45370518.14907446,50613357.01156342
337,144,58,51,67,2028665.4243484158,316338.94800588477,632677.8960117695,361578.18696885445,466648.824126528,17048389.40668889,18874188.288602464,17048389.40668889,4.9248,1.9836,1.7442,2.2914,57127680.0,23009760.0,20232720.0,26580240.0,170558.78074799996,341117.5614959999,373425.32318284153,170558.78074799996,34096778.81337778,74662967.13544278,58080334.27088555,39841911.79875416,44265837.01156342
338,96,71,62,86,2020557.1492444398,316338.94800588477,632677.8960117695,361397.37243403576,466648.824126528,17048389.40668889,18866890.841008887,17048389.40668889,3.2832,2.4282,2.1204,2.9412000000000003,38085120.0,28167120.0,24596640.0,34117920.0,170558.78074799996,341117.5614959999,372614.49567244394,170558.78074799996,34096778.81337778,55620407.13544278,63237694.27088555,44197542.70911536,51803517.01156342
339,116,95,83,103,2009175.1548860336,316338.94800588477,632677.8960117695,361143.5539598433,466648.824126528,17048389.40668889,18856647.046086323,17048389.40668889,3.9672,3.249,2.8386,3.5226,46019520.0,37688400.0,32927760.0,40862160.0,170558.78074799996,341117.5614959999,371476.29623660335,170558.78074799996,34096778.81337778,63554807.13544278,72758974.27088556,52517026.89628278,58547757.01156342
340,136,95,83,92,2025945.0880681733,316338.94800588477,632677.8960117695,361517.523469805,466648.824126528,17048389.40668889,18871739.985950246,17048389.40668889,4.6512,3.249,2.8386,3.1464000000000003,53953920.0,37688400.0,32927760.0,36498240.0,170558.78074799996,341117.5614959999,373153.2895548173,170558.78074799996,34096778.81337778,71489207.13544278,72758974.27088556,52534170.79897487,54183837.01156342
341,113,69,57,77,2004222.138537544,316338.94800588477,632677.8960117695,361033.101695272,466648.824126528,17048389.40668889,18852189.331372682,17048389.40668889,3.8646000000000003,2.3598,1.9494,2.6334,44829360.0,27373680.0,22613040.0,30547440.0,170558.78074799996,341117.5614959999,370980.99460175436,170558.78074799996,34096778.81337778,62364647.13544278,62444254.27088555,42197243.427669704,48233037.01156342
342,120,86,77,93,2013067.7372194752,316338.94800588477,632677.8960117695,361230.3585458791,466648.824126528,17048389.40668889,18860150.37018642,17048389.40668889,4.104,2.9412000000000003,2.6334,3.1806,47606400.0,34117920.0,30547440.0,36894960.0,170558.78074799996,341117.5614959999,371865.55446994747,170558.78074799996,34096778.81337778,65141687.13544278,69188494.27088556,50140686.283202246,54580557.01156342
343,112,80,64,85,2014116.322183012,316338.94800588477,632677.8960117695,361253.74199056596,466648.824126528,17048389.40668889,18861094.096653603,17048389.40668889,3.8304,2.736,2.1888,2.907,44432640.0,31737600.000000004,25390080.0,33721200.0,170558.78074799996,341117.5614959999,371970.4129663012,170558.78074799996,34096778.81337778,61967927.13544278,66808174.27088555,44984398.25161047,51406797.01156342
344,146,79,57,81,2007868.3057570804,316338.94800588477,632677.8960117695,361114.4112242677,466648.824126528,17048389.40668889,18855470.881870262,17048389.40668889,4.9932,2.7018,1.9494,2.7702,57921120.0,31340880.0,22613040.0,32134320.0,170558.78074799996,341117.5614959999,371345.611323708,170558.78074799996,34096778.81337778,75456407.13544278,66411454.27088555,42200970.90441824,49819917.01156342
345,128,82,76,101,2019286.5188568337,316338.94800588477,632677.8960117695,361369.03737639217,466648.824126528,17048389.40668889,18865747.27366004,17048389.40668889,4.3776,2.8044000000000002,2.5992,3.4542,50780160.0,32531040.000000004,30150720.000000004,40068720.0,170558.78074799996,341117.5614959999,372487.4326336833,170558.78074799996,34096778.81337778,68315447.13544278,67601614.27088556,49750323.74367012,57754317.01156342
346,153,77,65,88,2014336.7728745176,316338.94800588477,632677.8960117695,361258.6580409865,466648.824126528,17048389.40668889,18861292.50227596,17048389.40668889,5.232600000000001,2.6334,2.223,3.0096000000000003,60698160.00000001,30547440.0,25786800.0,34911360.0,170558.78074799996,341117.5614959999,371992.4580354517,170558.78074799996,34096778.81337778,78233447.13544278,65618014.27088555,45381343.6183524,52596957.01156342
